origin_country,destination_country,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_status
South Africa,India,Business,1.8295637961996531,Yes,Scholarship,1.6126288885053544,0.9389267636237211,F1,PSW,None,-2.494050597504055,1
India,Canada,Computer Science,0.07465038553230463,No,Scholarship,-0.0018297498029791227,-0.7170603034117072,F1,OPT,IELTS,0.5087623166605336,1
USA,UAE,Business,0.9121100860960976,Yes,Scholarship,0.8970718647383369,-1.4098181755851138,J1,Blue Card,PTE,0.23700714895607736,1
Finland,South Africa,Arts,-1.7973585073121736,Yes,Higher Ranking,-1.5608769228000052,-0.060449652860949735,F1,Work Permit,PTE,1.3640137240147845,0
Germany,South Africa,Engineering,1.8083503600219788,No,Scholarship,1.5882199772682801,-2.117806197738159,J1,PSW,PTE,0.5263279248706438,0
South Africa,Finland,Arts,-1.8666612294860698,No,Scholarship,-1.5999355701161915,-1.3442887041597085,J1,Work Permit,Duolingo,1.3000984999918477,0
USA,Ireland,Law,-1.8605516806315665,No,Higher Ranking,-1.5448171743922516,1.543972112495112,Schengen Student Visa,Post-Study Visa,Duolingo,1.1272916649326912,1
USA,Germany,Business,-0.03600607182991538,Yes,Higher Ranking,0.7397197735265445,-1.6462194968047326,Schengen Student Visa,Blue Card,None,-2.38674318201951,0
Germany,Finland,Engineering,-0.9781984824006449,No,Job Opportunities,-0.78548832616002,0.5437120932974825,F1,Work Permit,None,-2.497351671604095,1
South Africa,Germany,Arts,0.9995133658418089,Yes,Job Opportunities,-0.00873075743905901,-0.26135663481410354,Student Visa,PSW,IELTS,1.5580341300268539,0
South Africa,Ireland,Medicine,-1.832145809134047,No,Scholarship,-0.8377241792062964,-0.1991378808986309,Student Visa,Work Permit,TOEFL,-0.015151094792826648,1
India,South Africa,Natural Sciences,-0.03667227839759077,No,Quality of Life,0.7294924965411255,0.5571384436242748,Study Permit,OPT,PTE,0.39801571426298893,1
Finland,Canada,Computer Science,-0.00978403287768359,No,Quality of Life,0.7050004664390276,1.878801292501762,Student Visa,PSW,TOEFL,1.245555805084211,0
Finland,Russia,Natural Sciences,-0.8840560184370914,Yes,Job Opportunities,-0.7942801815259745,-0.01733551207275006,Study Permit,OPT,Duolingo,0.3285324932354926,1
Germany,Finland,Law,1.8112318748164298,Yes,Political Stability,1.5802310371467274,0.0603210909462471,Tier 4,Work Permit,IELTS,0.4017620051566694,0
Finland,UAE,Business,-0.9442644383380694,No,Higher Ranking,-1.6135745916456743,0.4056794773701081,Tier 4,Work Permit,PTE,-0.050395892900606094,1
UAE,Russia,Business,0.015339250216576674,Yes,Job Opportunities,-0.7935260797217605,-0.4658124200103728,Student Visa,OPT,IELTS,1.049079534169056,1
Ireland,UK,Arts,-0.9720402830146782,Yes,Job Opportunities,-0.8412926510026083,-1.2681543223874656,Study Permit,PSW,None,-2.464682448172038,1
Finland,UK,Engineering,-1.0210174450442806,Yes,Scholarship,-0.0354071262249912,0.24163036955849837,F1,Blue Card,Duolingo,1.1763728359755965,0
USA,Canada,Arts,1.720251975105413,Yes,Quality of Life,1.5675185817567892,-0.22027506352973708,Tier 4,Post-Study Visa,IELTS,0.30720764527798144,1
UK,Russia,Medicine,0.8875831361379937,Yes,Scholarship,-0.03658046032354942,-1.7154840298633918,Tier 4,OPT,Duolingo,0.7062890613832735,0
UAE,Germany,Computer Science,1.7948851365239733,Yes,Quality of Life,2.3122216731041028,-1.9579185134127375,Study Permit,OPT,IELTS,-0.23484946465099318,0
Finland,India,Natural Sciences,0.8475431390984076,Yes,Higher Ranking,-0.006002353626084188,1.861682712800632,J1,Work Permit,None,-2.401465121515707,1
India,India,Natural Sciences,0.08622815654777743,Yes,Job Opportunities,0.8077763299230417,1.8142630659075325,Study Permit,Blue Card,IELTS,0.738605126203396,0
Ireland,Finland,Medicine,1.795479449557588,Yes,Scholarship,2.3786958625545234,1.1077145612689023,Tier 4,Work Permit,None,0.5525556802615528,0
Finland,India,Natural Sciences,-0.8951097547091867,Yes,Higher Ranking,-0.04031259156481351,0.5016199040491136,Study Permit,Blue Card,None,-2.497537090952675,0
India,India,Law,1.9139735700665992,Yes,Job Opportunities,2.356419309668347,-0.2175508584820271,Study Permit,Post-Study Visa,TOEFL,0.07659825021749239,1
Ireland,India,Medicine,-0.9968893608999493,No,Scholarship,-1.6127952459308703,-1.4036360920156457,Student Visa,OPT,TOEFL,0.5027999922230774,1
Russia,Finland,Business,-1.8913398337368816,No,Political Stability,-0.7302478232731642,-1.9764030762212423,F1,PSW,Duolingo,-0.17455870426356268,1
Ireland,South Africa,Arts,-0.9438902681145687,No,Political Stability,-0.8698810405121484,1.3516991594868941,F1,Work Permit,PTE,0.3767035724730678,0
Ireland,UK,Arts,-0.003962646090602366,Yes,Scholarship,0.022943597705545705,-1.9899384610782986,F1,OPT,IELTS,0.6835697039920389,1
Canada,UAE,Natural Sciences,0.001976749589973249,Yes,Job Opportunities,0.781716031207012,2.099779668407461,Study Permit,Work Permit,None,-2.476847518927237,0
UAE,UAE,Law,-1.9063159262279215,Yes,Political Stability,-1.499120085993105,0.5265497553331592,J1,OPT,Duolingo,0.9986998722762451,0
USA,Russia,Natural Sciences,-1.815726968822945,No,Political Stability,-1.6117684719123457,-0.22314612551335872,Study Permit,PSW,Duolingo,1.0107249584904194,0
Germany,Finland,Business,-0.07045771340784464,No,Scholarship,-0.8463117270676036,-1.9647388067796945,J1,Blue Card,PTE,1.163930672551016,1
Germany,Canada,Business,-0.988273268082121,Yes,Job Opportunities,-0.040753317207245815,1.1015770086651113,J1,PSW,None,1.254421591363246,1
UK,Germany,Law,1.8333608355353253,No,Job Opportunities,2.2960482501876216,1.4716363978268114,Study Permit,PSW,PTE,1.2986504243066483,0
Canada,USA,Law,-0.00160517824560707,Yes,Scholarship,-0.04299487935734535,-2.2139150468274598,F1,PSW,Duolingo,-0.15344283417292176,0
Ireland,Germany,Engineering,-1.8141061721793001,Yes,Scholarship,-2.3935716339928175,-1.25499094091308,J1,Post-Study Visa,TOEFL,-0.06469965359989227,1
Germany,Canada,Medicine,-0.03563178044349604,No,Higher Ranking,0.09420382564622383,1.1293860482275564,J1,OPT,TOEFL,0.7520741758755156,1
Canada,India,Arts,-0.06909522230805513,Yes,Political Stability,-0.024971949951272394,0.05293761379041021,Study Permit,Work Permit,Duolingo,0.3568977681271752,0
UAE,USA,Computer Science,-0.008309986539754344,No,Job Opportunities,0.7569287536844461,1.9104442863299362,F1,OPT,None,-2.4904580617313,0
UK,UAE,Engineering,-0.8584108902858227,No,Scholarship,-0.8404977717607771,-0.7961329305829266,Tier 4,Post-Study Visa,IELTS,1.3938988247910544,1
India,UK,Law,0.03688930354045023,No,Political Stability,-0.8447014091068402,-1.473796482977933,Study Permit,OPT,TOEFL,0.06708437539520071,0
Canada,Germany,Social Sciences,1.806518194096714,Yes,Scholarship,1.6092948861181442,-1.8266733356601337,Student Visa,PSW,None,-0.07677746095761755,1
Ireland,USA,Engineering,0.8833641571441905,No,Quality of Life,1.5121326221847418,1.7833721244383418,Schengen Student Visa,Blue Card,PTE,0.9028778550508411,1
USA,Russia,Social Sciences,-1.8255605248650932,No,Higher Ranking,-2.3645686903157177,0.568707459741925,F1,Post-Study Visa,PTE,-0.12049779723582157,1
South Africa,India,Engineering,0.8414188584803068,Yes,Political Stability,1.528030742947926,-0.5595774727298666,Tier 4,PSW,PTE,1.3405846660225196,1
Canada,UK,Social Sciences,0.9431332265732687,No,Quality of Life,1.5909717609662266,0.002647838737759381,Schengen Student Visa,PSW,Duolingo,-0.057856203798592076,1
UK,Germany,Business,-1.9060915637090396,Yes,Scholarship,-1.5811528823360124,-2.096269972451827,Study Permit,OPT,Duolingo,0.35261280988366217,1
UAE,Ireland,Natural Sciences,1.7760093415898688,No,Higher Ranking,1.4898662344801,-0.7385979083102197,J1,Blue Card,TOEFL,0.21815018681140622,1
Canada,Ireland,Law,-1.931481868518537,Yes,Quality of Life,-0.7150523201888409,-2.31608314790362,F1,PSW,PTE,0.6166617101148173,0
Ireland,Canada,Medicine,-0.9506700785035382,No,Political Stability,-0.8726235672878416,2.127551593499332,Student Visa,Work Permit,PTE,0.6924061689790774,1
UK,Ireland,Medicine,1.813529134589843,Yes,Political Stability,1.5138073554377065,-1.6340182116838824,Tier 4,Work Permit,IELTS,0.5283975677895338,1
UK,Canada,Computer Science,-1.8825723824283265,No,Quality of Life,-0.7631475505884964,-1.7778200871950773,Tier 4,Work Permit,PTE,-0.2495053110909507,1
Ireland,UK,Natural Sciences,1.766754953773246,Yes,Quality of Life,2.3188573068664042,0.9824776446659076,J1,Work Permit,IELTS,1.2123592166681187,1
UK,Finland,Social Sciences,-1.9278712302204692,No,Political Stability,-2.347553072572514,-1.7475535730780987,Tier 4,OPT,Duolingo,0.11862872186953126,1
Ireland,USA,Engineering,0.01296482546641741,No,Job Opportunities,-0.0015378723136360122,0.28928123207972384,Student Visa,Blue Card,Duolingo,0.384049391492888,0
Ireland,India,Arts,1.8808053291438396,No,Political Stability,2.3306901430021436,2.1599195111327214,Study Permit,OPT,Duolingo,0.27116103437350697,0
UK,Germany,Computer Science,-0.0309214361687912,No,Scholarship,-0.7782334280808103,1.8986002247013352,Student Visa,Work Permit,IELTS,-0.20131589494217855,0
Germany,Finland,Engineering,-1.8942905224948485,Yes,Higher Ranking,-2.3160480716102545,0.5444573495019668,J1,OPT,Duolingo,0.644529265209712,0
South Africa,UAE,Computer Science,0.8891426350483356,No,Quality of Life,0.018050815878932366,-0.7203896570568719,F1,OPT,TOEFL,1.366936114133943,0
South Africa,Russia,Engineering,-0.013704882891478136,No,Scholarship,-0.03194664601376554,-0.3179416338519841,F1,Work Permit,TOEFL,0.6999159308261237,0
UK,Finland,Business,1.7971776558300174,No,Job Opportunities,0.7627483867095753,0.48754593424115045,J1,Blue Card,PTE,-0.23069795978679153,1
Ireland,Canada,Social Sciences,1.7240664708799383,No,Quality of Life,0.7809338146281062,0.5812743847967503,Tier 4,PSW,Duolingo,0.3408481635780604,1
South Africa,India,Social Sciences,-0.11966753848610615,Yes,Scholarship,0.02587373688178698,-2.240060766769395,Schengen Student Visa,PSW,IELTS,1.3239922488147151,0
Ireland,South Africa,Engineering,0.8700005945845868,Yes,Political Stability,0.7339016813662178,0.322414152229535,J1,Post-Study Visa,TOEFL,-2.4422744124978943,1
Canada,UK,Law,-0.9696656359153171,No,Higher Ranking,-0.7283588517867082,0.2896487451166032,F1,Post-Study Visa,None,-2.5162805185822923,1
South Africa,India,Business,-0.9932943723501628,Yes,Scholarship,-1.5824304520541481,1.278228674162336,Study Permit,Work Permit,TOEFL,1.0254249775652575,1
Germany,Finland,Law,1.9134625836406307,Yes,Quality of Life,0.7554022946545078,0.8494741838828916,Study Permit,OPT,TOEFL,1.454588016808131,0
UK,South Africa,Computer Science,0.926476354487222,Yes,Political Stability,0.7440127317786219,0.3308068483715572,Study Permit,Blue Card,Duolingo,-0.2193022563860491,0
UAE,India,Medicine,-1.8834624739702581,No,Scholarship,-2.384258214957884,0.7131358170116114,Student Visa,Post-Study Visa,TOEFL,0.3044778527119132,0
India,UAE,Engineering,1.7223379170214184,No,Quality of Life,0.6964327148618392,-0.03393221014346999,Schengen Student Visa,OPT,IELTS,0.5050407621505293,1
Germany,UAE,Natural Sciences,-1.8863596251498818,Yes,Job Opportunities,-2.3512272001671253,-1.8904084112510025,F1,Post-Study Visa,TOEFL,1.3957820619021142,1
India,Ireland,Medicine,-1.8959282407128586,Yes,Job Opportunities,-0.7348420826324097,-1.4583869066162756,Schengen Student Visa,Blue Card,TOEFL,-0.10671458356380886,0
India,Ireland,Medicine,-0.9693520267821805,No,Quality of Life,-0.8314969231903115,1.1666501237269256,J1,OPT,Duolingo,0.7880617772993398,0
Germany,Canada,Medicine,1.7946403979967465,Yes,Political Stability,0.6622832392282432,-1.7270288828725004,Student Visa,OPT,TOEFL,0.4069863569384665,1
Russia,Canada,Law,-1.8420783203729425,No,Quality of Life,-2.330000950840273,0.7671973884150026,Study Permit,Work Permit,PTE,-0.05404775400561427,1
Russia,UAE,Law,-0.11020267651680646,No,Job Opportunities,-0.023908254346213905,1.6632199027203949,F1,Post-Study Visa,None,0.09758324929535989,0
UK,UAE,Law,0.8691085270429065,No,Job Opportunities,1.4940044475235965,1.1988300113049877,F1,Work Permit,PTE,0.7248687373170273,1
Finland,India,Arts,0.015269441259564425,No,Political Stability,-0.033019686255714616,-1.4174704769823478,Tier 4,Work Permit,PTE,1.296978596445697,0
UAE,Finland,Engineering,-0.9359088507054655,Yes,Quality of Life,0.01964224217370403,1.8239288688315018,Student Visa,Work Permit,TOEFL,0.08992632422021621,0
Finland,Ireland,Business,-0.9267310007526887,No,Scholarship,-0.752107841718491,1.8727407150701718,F1,PSW,Duolingo,0.5069473454403788,0
India,Germany,Natural Sciences,-1.8181435202379141,No,Quality of Life,-1.598902630631447,-1.133358976854108,J1,PSW,None,-2.405156556135186,0
UK,Canada,Computer Science,-1.8003207216285855,Yes,Job Opportunities,-0.7904509001929696,0.20399506217718358,Tier 4,Blue Card,TOEFL,1.3461975708806224,0
USA,India,Business,1.856166696829108,No,Quality of Life,2.3170617705372534,0.8138752954336858,J1,Work Permit,None,0.340241600814245,1
UK,Russia,Business,1.8605569020775272,Yes,Political Stability,0.7987000698808464,1.014856150435402,Student Visa,Post-Study Visa,IELTS,0.04685602862147903,0
Finland,USA,Computer Science,-0.9555649463475508,Yes,Job Opportunities,-1.549620438292393,2.0497788449351124,Study Permit,Post-Study Visa,Duolingo,0.8333296997318036,1
Russia,Finland,Medicine,-1.7726293269094433,No,Scholarship,-1.5790829778056283,-0.34160425777382425,Tier 4,Post-Study Visa,TOEFL,-2.3403658807834034,0
Finland,Germany,Computer Science,0.0673637590414322,Yes,Scholarship,-0.9095074887708513,1.7708465891495089,F1,Blue Card,Duolingo,-2.432298019503292,0
Russia,UAE,Business,-1.895999707313882,Yes,Political Stability,-2.348215111363426,1.8498970944630584,F1,Post-Study Visa,None,-0.16851243266987218,0
Canada,USA,Computer Science,0.9172322722593448,No,Job Opportunities,0.025104362269352472,-0.1672978372047695,Student Visa,Work Permit,PTE,0.22844682259044366,0
Germany,India,Social Sciences,-1.7821541425870175,No,Quality of Life,-0.7502281016550428,1.6801493720812704,F1,Post-Study Visa,TOEFL,0.2623719470685139,1
Canada,USA,Social Sciences,0.8572984444058059,Yes,Political Stability,0.7174424985180964,1.4635478206280355,Study Permit,Blue Card,PTE,-0.2119299605590835,0
Germany,UAE,Computer Science,0.931096309536015,Yes,Job Opportunities,1.406061145859423,-0.31948300227038656,Schengen Student Visa,OPT,PTE,-2.537669716100927,0
India,South Africa,Medicine,0.9140581005441084,Yes,Higher Ranking,-0.022947635076735026,0.7086250311683454,Study Permit,PSW,TOEFL,1.2873477690797412,1
Germany,South Africa,Engineering,0.8924767832821795,Yes,Scholarship,0.734555952428806,-1.346999523897375,Student Visa,OPT,Duolingo,1.2164835661769158,1
USA,Finland,Arts,-0.0014141888329648657,No,Scholarship,0.7934551401460361,1.001149694437953,F1,PSW,Duolingo,1.3871913899371071,1
UAE,Russia,Arts,0.9442856898159887,No,Higher Ranking,1.573185853543606,-0.4398584415148399,Tier 4,Work Permit,IELTS,0.3691661191082431,1
Germany,South Africa,Natural Sciences,-0.9700217195620935,Yes,Quality of Life,-0.06114656059904826,-0.17948497387654191,J1,Post-Study Visa,Duolingo,-0.14526884743322455,1
Germany,India,Social Sciences,-0.8760664498036327,No,Political Stability,-0.7350625999369076,1.3261031347054282,J1,Work Permit,None,-2.4610592772212434,1
Russia,USA,Business,-1.0173551415786584,No,Job Opportunities,-0.025487059681594895,0.5020049281405405,J1,Work Permit,None,-2.409452644707681,1
UAE,USA,Engineering,-1.8717494662083745,No,Higher Ranking,-0.7901279162124429,-0.5561938181934954,F1,Post-Study Visa,Duolingo,1.3139997052958718,0
Russia,USA,Business,-1.848472367969009,Yes,Scholarship,-1.6766397210970125,1.728509882639336,Tier 4,Blue Card,TOEFL,-2.4694906936506675,1
India,USA,Computer Science,-0.8456234309201331,No,Scholarship,-1.6334177658024034,1.0874681370379196,Tier 4,OPT,IELTS,0.7712051818246336,1
South Africa,Ireland,Engineering,-0.0490905668239915,No,Quality of Life,-0.06573366345329823,-0.8525158205478914,Study Permit,Blue Card,None,-2.476017629058796,1
UAE,UAE,Medicine,-0.03386763887410472,Yes,Quality of Life,-0.863228686923988,0.4998044536673936,Student Visa,PSW,PTE,1.0315904521626476,1
UAE,South Africa,Computer Science,-0.8795245659155921,No,Quality of Life,-0.6604057603342467,-0.9679833820282754,Tier 4,OPT,TOEFL,-0.14955909378652482,1
Ireland,Finland,Engineering,-0.8867740000971234,Yes,Quality of Life,-1.5358909023047904,2.1088893966119513,F1,PSW,Duolingo,1.0596084555757386,1
Ireland,Canada,Medicine,0.970692106662791,No,Quality of Life,-0.043751597018241946,-0.5825619292658474,Student Visa,OPT,PTE,1.0168162074045872,0
Finland,UK,Arts,-1.7981779839043055,No,Job Opportunities,-2.3855006381150794,0.6162375188800076,J1,Blue Card,PTE,0.955132585003715,0
Russia,Germany,Law,0.9388672271259048,Yes,Scholarship,1.5373235028120804,0.8361985948445991,J1,OPT,IELTS,0.6575462642636594,1
Russia,Germany,Computer Science,0.9473375913573079,No,Scholarship,0.006163278416047725,0.9786325386908835,Tier 4,PSW,Duolingo,0.3911575689387545,0
UAE,UK,Engineering,-1.8169790660240133,Yes,Quality of Life,-1.5282686403726717,2.1321991031808136,F1,Blue Card,Duolingo,0.4882971566566732,1
Canada,Ireland,Computer Science,1.8386611975709144,Yes,Higher Ranking,1.6000444847228883,0.7361923816382364,Schengen Student Visa,Work Permit,None,-2.475854470178648,0
UK,UAE,Business,0.9799290503281386,No,Job Opportunities,1.5138103140110613,2.2627704459515976,Study Permit,OPT,IELTS,0.366180199927734,0
UK,Canada,Computer Science,1.7866757786421903,Yes,Quality of Life,2.2472235673451686,-0.45721687724070825,Schengen Student Visa,Blue Card,PTE,1.2325620880752661,1
India,UAE,Medicine,-0.051194474753091856,No,Job Opportunities,-0.8302086174825849,-1.4104163301130723,Tier 4,Blue Card,PTE,0.46174456050725027,1
UK,South Africa,Business,-1.8482030410904293,Yes,Job Opportunities,-0.6642213877776595,-2.1203499943617192,Study Permit,Blue Card,TOEFL,0.3160530425667805,0
UK,Russia,Law,-0.9314203942628078,No,Higher Ranking,-1.60103360696783,0.7941755734818591,Tier 4,Work Permit,Duolingo,-0.08023862046438629,0
India,India,Computer Science,1.8080844395463418,No,Scholarship,0.7322929100385663,-1.9253223796287484,Study Permit,Blue Card,Duolingo,0.19590830311391777,1
Finland,USA,Law,-0.044736326353827585,No,Higher Ranking,0.7106263196637448,1.335902422369275,Schengen Student Visa,PSW,Duolingo,1.0820792464081697,0
India,Finland,Social Sciences,-0.8877555366849137,No,Job Opportunities,-0.0874483272424546,-1.26244658935572,Tier 4,PSW,Duolingo,0.2274782721266046,1
South Africa,USA,Engineering,-1.8816131793064828,Yes,Higher Ranking,-2.3846129078386724,-1.2140169333586253,Student Visa,PSW,None,-2.467374376599787,0
Finland,UK,Social Sciences,-0.89432277638082,Yes,Quality of Life,-0.8994959209353185,0.95533055732381,J1,OPT,None,-2.4506672799559257,1
